iteration,vortex_area,omega_value,error
1,0.023692423449572737,-211.03792993747834,0.07378870812993552
2,0.08241888899174736,-60.665704927187896,0.11332468488374178
3,0.18134674970733075,-27.57148947014119,0.09791779362761983
4,0.28126329759515484,-17.776937278168823,0.061759164884801286
5,0.3482258696209698,-14.358496700553305,0.03665376194611491
6,0.39402859400525436,-12.689434411791254,0.02394173568944571
7,0.4165761657669497,-12.002606992156174,0.018155467919997344
8,0.4323319689733277,-11.565186844437289,0.015389785220469462
9,0.4398971073343708,-11.366294337096976,0.012162075340966538
10,0.44793419689094777,-11.162353833898687,0.010649119830823395
11,0.4526587104921352,-11.045849519970462,0.00968968371594022
12,0.4566932933521257,-10.948266753163887,0.008170189956400939
13,0.45855644531023404,-10.903783059067626,0.006811001362974033
14,0.46110601799297174,-10.843493263790391,0.005830258949060959
15,0.4635114060418012,-10.787221058264706,0.004602662447626105
16,0.4654940357545619,-10.74127618390436,0.004700982970765365
17,0.46411270585885595,-10.773245241686142,0.0031780417324549204
18,0.463663357355849,-10.783685880449328,0.003149539585659717
19,0.46785549550085326,-10.687060530618222,0.0034500046586435477
20,0.4626829561421272,-10.806535952156615,0.0031324990556661366
21,0.4677705287672595,-10.689001748735144,0.0025743235394248046
22,0.46862426247606803,-10.66952866157958,0.0017426714828283876
23,0.4668193983634163,-10.710780266477975,0.0010559127971607359
24,0.4671562775185765,-10.703056430192516,0.0019073747679201377
25,0.4670859478808363,-10.704668001006976,0.0014889347171951025
26,0.46518861763918723,-10.748328334804903,0.0012670562225921631
27,0.4670405182794374,-10.705709257132215,0.0012924153197634476
28,0.4664090257484356,-10.720204206976092,0.0013276830192424877
29,0.46577046167934755,-10.73490144044852,0.0009829987165412024
30,0.4652242542033103,-10.747505003930687,0.00017060246784702507
31,0.4652242542033103,-10.747505003930687,0.0
